x,y,class,gene,nucleus
614.33,106.44,Immune,Other,Cytoplasmic
648.63,2512.47,Other,Other,Nuclear
529.11,4618.92,Tumour epithelial,Other,Nuclear
615.85,2103.02,Tumour epithelial,ERBB2,Cytoplasmic
6035.88,1989.1,Immune,Other,Cytoplasmic
1221.3,2398.8,Other,Other,Cytoplasmic
5818.5,200.79,Immune,Other,Cytoplasmic
7201.29,991.68,Immune,Other,Nuclear
1131.01,2807.99,Tumour epithelial,ERBB2,Cytoplasmic
5286.32,1423.74,Other,POLR2J3,Nuclear
5456.48,3484.49,Other,Other,Cytoplasmic
2008.93,3272.05,Tumour epithelial,GATA3,Cytoplasmic
1365.92,391.66,Other,Other,Cytoplasmic
7255.6,1583.7,Immune,Other,Cytoplasmic
2747.06,1989.68,Other,Other,Nuclear
4025.86,2558.31,Other,POLR2J3,Cytoplasmic
6735.47,1223.18,Fibroblast / stroma,POSTN,Cytoplasmic
6325.01,4196.78,Other,CCND1,Cytoplasmic
4093.67,4914.23,Other,Other,Cytoplasmic
3851.68,929.48,Tumour epithelial,KRT7,Cytoplasmic
1123.43,1092.3,Other,Other,Nuclear
5890.61,4244.03,Other,Other,Cytoplasmic
6334.38,1806.83,Tumour epithelial,ANKRD30A,Cytoplasmic
6891,3958.9,Immune,Other,Cytoplasmic
3830.71,4245.45,Fibroblast / stroma,Other,Cytoplasmic
4377.37,4573.29,Endothelial / vascular,Other,Cytoplasmic
6785.48,3231.7,Other,Other,Nuclear
1910.49,1508.27,Other,Other,Cytoplasmic
6006.72,726.47,Tumour epithelial,KRT7,Cytoplasmic
5026.26,4946.82,Fibroblast / stroma,Other,Cytoplasmic
738.16,309.26,Other,Other,Cytoplasmic
7432.97,2082.66,Other,Other,Cytoplasmic
2866.16,3724.97,Other,Other,Cytoplasmic
1626.61,1575.64,Tumour epithelial,TACSTD2,Nuclear
7501.9,2082.48,Other,Other,Cytoplasmic
1895.98,1431.35,Immune,Other,Cytoplasmic
4892.16,3284.82,Fibroblast / stroma,Other,Cytoplasmic
1134.64,803.2,Tumour epithelial,ERBB2,Cytoplasmic
650.38,1163.18,Tumour epithelial,TACSTD2,Cytoplasmic
631.86,750.42,Myoepithelial / muscle,Other,Cytoplasmic
3345.64,1474.03,Other,Other,Nuclear
1662.84,1352.46,Other,Other,Cytoplasmic
3080.36,1316.51,Tumour epithelial,EPCAM,Cytoplasmic
7451.5,1483.93,Tumour epithelial,Other,Cytoplasmic
583.69,4573.39,Fibroblast / stroma,LUM,Cytoplasmic
15.34,4590.62,Immune,Other,Cytoplasmic
4999.22,3705.28,Fibroblast / stroma,POSTN,Cytoplasmic
3188.99,3822.28,Immune,Other,Nuclear
4073.77,4001.69,Other,Other,Cytoplasmic
73.65,4575.69,Fibroblast / stroma,Other,Cytoplasmic
4611.3,5042.18,Other,Other,Cytoplasmic
1606.01,5387.89,Immune,Other,Nuclear
5815.98,601.95,Myoepithelial / muscle,Other,Cytoplasmic
3873,3960.38,Other,Other,Nuclear
1238.13,5014.34,Other,Other,Cytoplasmic
6803.43,4674.32,Tumour epithelial,Other,Cytoplasmic
6834.61,256.96,Immune,Other,Cytoplasmic
350.04,4629.12,Immune,Other,Nuclear
1722.27,2379.51,Other,Other,Nuclear
3218.21,1305.36,Other,Other,Cytoplasmic
590,1422.88,Tumour epithelial,Other,Nuclear
5870.16,2865.19,Tumour epithelial,EPCAM,Cytoplasmic
5924.84,4522.77,Other,Other,Nuclear
3758.68,3034.5,Tumour epithelial,Other,Cytoplasmic
3256.18,1644.7,Other,Other,Cytoplasmic
6433.6,1388.1,Other,Other,Cytoplasmic
4793.39,440.33,Tumour epithelial,Other,Cytoplasmic
5756.9,3185.82,Other,SCD,Nuclear
6936.72,2546.57,Tumour epithelial,Other,Nuclear
1886.88,1206.95,Tumour epithelial,ERBB2,Nuclear
2869.83,1426.55,Other,Other,Nuclear
1489.17,2302.24,Immune,Other,Nuclear
6453.88,3413.75,Other,Other,Nuclear
3773.23,2852.86,Tumour epithelial,Other,Cytoplasmic
6753.66,4950.68,Fibroblast / stroma,Other,Cytoplasmic
4368.92,5077.8,Other,Other,Cytoplasmic
6689.91,1136.58,Immune,Other,Nuclear
5806.34,2875.13,Other,Other,Nuclear
4522.7,3573.43,Other,Other,Cytoplasmic
2800.03,1198.8,Other,Other,Nuclear
484.74,2126.62,Other,Other,Nuclear
6090.17,3574.86,Other,Other,Cytoplasmic
30.45,4081.97,Tumour epithelial,Other,Cytoplasmic
2121.03,3372.03,Tumour epithelial,GATA3,Nuclear
5670.87,499.46,Immune,Other,Nuclear
7152.91,5269.84,Immune,Other,Nuclear
3535.89,2441.6,Fibroblast / stroma,POSTN,Nuclear
430.36,3765.86,Other,Other,Cytoplasmic
1283.03,5021.58,Tumour epithelial,GATA3,Cytoplasmic
47.21,2379.65,Other,Other,Nuclear
3521.08,4414.23,Tumour epithelial,Other,Cytoplasmic
7313.78,1009.06,Other,Other,Cytoplasmic
1718.61,779.64,Other,Other,Cytoplasmic
3258.27,2986.92,Other,Other,Cytoplasmic
3878.62,3193.75,Tumour epithelial,Other,Nuclear
4193.86,4724.01,Fibroblast / stroma,Other,Cytoplasmic
5014.55,3231.83,Myoepithelial / muscle,Other,Nuclear
1678.03,879.6,Tumour epithelial,FOXA1,Nuclear
6372.6,770.67,Tumour epithelial,Other,Cytoplasmic
2719.26,4958.59,Fibroblast / stroma,Other,Cytoplasmic
5513.26,5260.04,Fibroblast / stroma,Other,Cytoplasmic
5074.51,4258.42,Other,Other,Nuclear
7190.54,1872.96,Other,Other,Nuclear
791.74,2719.56,Other,POLR2J3,Nuclear
1454.32,1346.65,Other,Other,Cytoplasmic
2839.31,3285.04,Other,Other,Cytoplasmic
6522.43,763.68,Tumour epithelial,ERBB2,Cytoplasmic
4976.77,556.99,Immune,Other,Cytoplasmic
2422.93,958.53,Tumour epithelial,FOXA1,Cytoplasmic
3842.44,644.05,Tumour epithelial,ERBB2,Cytoplasmic
683.81,1257.39,Other,CCND1,Nuclear
5422.81,5014.95,Immune,Other,Cytoplasmic
5575.48,3401.39,Other,POLR2J3,Cytoplasmic
4154.86,3907.21,Other,Other,Nuclear
2193.63,751.53,Other,Other,Cytoplasmic
1342.2,3845.97,Other,Other,Cytoplasmic
536.03,357.57,Tumour epithelial,Other,Cytoplasmic
1725.53,318.5,Tumour epithelial,ERBB2,Cytoplasmic
2128.07,1373.02,Tumour epithelial,FOXA1,Nuclear
2140.52,2533.16,Other,Other,Nuclear
2907.45,3021.49,Fibroblast / stroma,POSTN,Cytoplasmic
1435.61,339.35,Other,Other,Cytoplasmic
4990.42,3833.31,Myoepithelial / muscle,Other,Cytoplasmic
1014.02,3374.48,Other,Other,Nuclear
1614.88,1159.05,Other,Other,Cytoplasmic
6928.01,2198.09,Fibroblast / stroma,POSTN,Nuclear
2108.04,220.29,Tumour epithelial,Other,Cytoplasmic
6547.01,4686.56,Tumour epithelial,Other,Nuclear
514.17,159.73,Immune,Other,Cytoplasmic
4715.1,357.8,Tumour epithelial,Other,Nuclear
1370.5,1964.03,Immune,Other,Nuclear
987.16,2401.44,Tumour epithelial,ANKRD30A,Nuclear
3398.66,4469.44,Immune,Other,Cytoplasmic
7497.2,3089.8,Immune,Other,Cytoplasmic
5545.88,3042.83,Other,Other,Nuclear
2759.9,554.96,Other,Other,Nuclear
5450.8,1394.17,Tumour epithelial,Other,Cytoplasmic
7318.36,2839.49,Other,Other,Nuclear
6855.77,4625.91,Fibroblast / stroma,Other,Cytoplasmic
5201.16,3911.52,Other,Other,Cytoplasmic
4425.9,2036.56,Tumour epithelial,ERBB2,Cytoplasmic
1668.71,4356.75,Fibroblast / stroma,POSTN,Cytoplasmic
6921.39,2676.74,Tumour epithelial,Other,Nuclear
586.4,4623.19,Fibroblast / stroma,Other,Cytoplasmic
7133.6,3257.88,Other,Other,Cytoplasmic
3142.4,1558.98,Other,Other,Cytoplasmic
2190.82,1314.76,Tumour epithelial,Other,Cytoplasmic
808.76,1795.18,Tumour epithelial,ERBB2,Cytoplasmic
6415.45,3506.23,Tumour epithelial,FOXA1,Cytoplasmic
850.93,1539.77,Other,Other,Nuclear
3642.76,2770.54,Tumour epithelial,TACSTD2,Cytoplasmic
3158.15,1394.96,Endothelial / vascular,Other,Nuclear
5958.12,3151.68,Tumour epithelial,ERBB2,Nuclear
641.41,3796.92,Other,CCND1,Nuclear
1106.22,1802.2,Tumour epithelial,Other,Nuclear
6551.87,1816.91,Fibroblast / stroma,Other,Cytoplasmic
1092.45,3892.05,Other,Other,Cytoplasmic
1694.89,4827.09,Other,Other,Cytoplasmic
6391.36,3272.11,Myoepithelial / muscle,Other,Cytoplasmic
1242.53,3361.97,Tumour epithelial,Other,Cytoplasmic
5945.91,3211.42,Other,Other,Cytoplasmic
5900.93,2798.87,Tumour epithelial,FOXA1,Nuclear
6859.2,889.9,Other,CCND1,Cytoplasmic
1389.26,579.79,Immune,Other,Cytoplasmic
825.49,3224.59,Tumour epithelial,KRT7,Nuclear
1699.64,3238.81,Other,Other,Cytoplasmic
4360.23,1403.14,Fibroblast / stroma,LUM,Cytoplasmic
6246.34,4467.41,Other,Other,Cytoplasmic
5399.91,3456.74,Other,Other,Nuclear
5791.36,1539.47,Other,CCND1,Cytoplasmic
7210.93,1477.4,Adipocyte,Other,Cytoplasmic
3141.02,2038.19,Other,Other,Nuclear
4412.62,2926.8,Other,Other,Cytoplasmic
6989.12,2181.73,Tumour epithelial,Other,Nuclear
5308.4,3214.49,Tumour epithelial,Other,Nuclear
7494.89,1005.49,Tumour epithelial,Other,Cytoplasmic
729.4,1241.53,Other,Other,Nuclear
4586.53,2511.58,Tumour epithelial,ANKRD30A,Nuclear
5785.96,3418.71,Other,Other,Nuclear
329.63,3985.45,Immune,Other,Nuclear
3586.79,3132.89,Other,Other,Cytoplasmic
239.41,1161.74,Other,Other,Cytoplasmic
930.79,1000.45,Other,CCND1,Cytoplasmic
6800.06,2705.37,Other,Other,Cytoplasmic
7364.66,3947.81,Myoepithelial / muscle,Other,Cytoplasmic
4669.19,3417.07,Immune,Other,Cytoplasmic
6741.7,565.68,Other,Other,Cytoplasmic
5707.45,3598.49,Tumour epithelial,EPCAM,Nuclear
5731.14,239.2,Immune,Other,Nuclear
5595.79,3670.48,Tumour epithelial,Other,Cytoplasmic
2692.52,640.36,Other,Other,Nuclear
2675.44,2929.14,Other,Other,Nuclear
3447.94,1645.54,Other,Other,Cytoplasmic
7246.02,2130.79,Tumour epithelial,EPCAM,Cytoplasmic
3301.4,1670.92,Other,POLR2J3,Cytoplasmic
5924.8,3994.46,Other,Other,Cytoplasmic
7026.04,3547.01,Tumour epithelial,Other,Nuclear
6850.74,3836.69,Other,SCD,Cytoplasmic
5370.94,2942.51,Other,CCND1,Nuclear
1208.4,2738.02,Other,Other,Nuclear
5133.91,3384.73,Other,Other,Nuclear
508.12,2934.04,Other,SCD,Cytoplasmic
2900.85,1594.69,Tumour epithelial,Other,Cytoplasmic
4048.07,2055.69,Other,Other,Cytoplasmic
5525.51,893.79,Tumour epithelial,Other,Nuclear
81.29,2868.59,Immune,Other,Nuclear
1367.85,171.57,Tumour epithelial,ERBB2,Nuclear
410.26,4280.34,Immune,Other,Cytoplasmic
773.41,66.57,Other,SCD,Nuclear
7377.51,434.23,Myoepithelial / muscle,Other,Cytoplasmic
6443.87,4991.15,Myoepithelial / muscle,Other,Cytoplasmic
1008.74,4737.67,Other,CCND1,Cytoplasmic
6838.56,4555.04,Other,Other,Cytoplasmic
4282.14,3775.97,Tumour epithelial,Other,Cytoplasmic
6715.46,2766.8,Tumour epithelial,EPCAM,Nuclear
371.94,1808.57,Tumour epithelial,KRT7,Cytoplasmic
987.87,2677.85,Other,Other,Cytoplasmic
3186.24,1774.59,Tumour epithelial,EPCAM,Cytoplasmic
4637.23,448.13,Other,Other,Nuclear
982.83,1928.29,Other,Other,Nuclear
4349.04,2990.68,Other,Other,Cytoplasmic
5291.31,3043.32,Immune,Other,Nuclear
4993.93,2629.08,Tumour epithelial,EPCAM,Cytoplasmic
1125.04,3621.42,Tumour epithelial,ERBB2,Cytoplasmic
2568.51,1038.45,Tumour epithelial,ERBB2,Nuclear
3070.95,1055.3,Other,Other,Cytoplasmic
6617.75,1250.82,Other,Other,Cytoplasmic
7493.36,1240.9,Tumour epithelial,TACSTD2,Nuclear
1296.49,774.55,Other,Other,Cytoplasmic
2624.48,4644.86,Other,Other,Cytoplasmic
4666.29,4475.97,Other,Other,Cytoplasmic
2924.13,4335.18,Myoepithelial / muscle,Other,Cytoplasmic
4042.23,1765.82,Tumour epithelial,KRT7,Cytoplasmic
1335.69,1884.36,Other,SCD,Cytoplasmic
2987.81,3031.34,Other,Other,Cytoplasmic
6450.16,3571.01,Fibroblast / stroma,Other,Cytoplasmic
279.8,3043.09,Other,Other,Nuclear
1739.18,3160.83,Immune,Other,Nuclear
322.72,4350.65,Immune,Other,Nuclear
303.49,3205.05,Tumour epithelial,ANKRD30A,Nuclear
5657.28,3363.29,Tumour epithelial,Other,Nuclear
2373.18,4604.93,Fibroblast / stroma,Other,Cytoplasmic
4771.89,5131.63,Tumour epithelial,Other,Cytoplasmic
518.09,949.78,Other,Other,Cytoplasmic
4246.95,450.08,Other,Other,Nuclear
1801.49,3300.57,Other,Other,Cytoplasmic
1191.96,2201.54,Immune,Other,Cytoplasmic
838.01,2221.65,Tumour epithelial,KRT7,Nuclear
1145.3,800.3,Tumour epithelial,KRT7,Nuclear
7426.38,3486.44,Other,CCND1,Cytoplasmic
790.3,1462.37,Immune,Other,Nuclear
7309.79,1402.84,Fibroblast / stroma,LUM,Cytoplasmic
864.47,2856.62,Myoepithelial / muscle,Other,Nuclear
913.28,748.25,Tumour epithelial,ERBB2,Cytoplasmic
2390.22,1410.42,Other,Other,Cytoplasmic
64.05,4656.27,Immune,Other,Cytoplasmic
2566.87,3654.19,Other,Other,Nuclear
2403.12,1297.36,Tumour epithelial,ANKRD30A,Nuclear
135.95,4616.35,Endothelial / vascular,Other,Nuclear
6009.78,1384.66,Fibroblast / stroma,Other,Cytoplasmic
1779.6,2773.48,Other,Other,Cytoplasmic
4095.3,2765.5,Fibroblast / stroma,Other,Cytoplasmic
206.18,4488.03,Immune,Other,Cytoplasmic
6942.71,3234.29,Other,Other,Cytoplasmic
1603.14,766.76,Tumour epithelial,Other,Nuclear
4244.24,4935.39,Tumour epithelial,Other,Cytoplasmic
5764.6,3040.01,Immune,Other,Cytoplasmic
245.28,1768.66,Other,Other,Cytoplasmic
7057.33,5224.44,Tumour epithelial,ERBB2,Cytoplasmic
7234.65,801.58,Adipocyte,Other,Cytoplasmic
111.97,4006.48,Tumour epithelial,ANKRD30A,Nuclear
18.21,3349.11,Tumour epithelial,EPCAM,Nuclear
4946.5,505.12,Other,SCD,Cytoplasmic
2448.31,4986.85,Endothelial / vascular,Other,Cytoplasmic
5793.3,3191.2,Other,Other,Cytoplasmic
1025.78,2355.46,Other,CCND1,Cytoplasmic
5970.18,1568.91,Endothelial / vascular,Other,Nuclear
2122.44,5010.55,Fibroblast / stroma,POSTN,Cytoplasmic
641.29,3349.54,Other,Other,Cytoplasmic
980.27,4010.82,Immune,Other,Cytoplasmic
3636.42,1148.91,Other,Other,Cytoplasmic
5646.6,4107.46,Tumour epithelial,Other,Cytoplasmic
5853.44,2868.96,Other,Other,Nuclear
5604.99,3291.19,Tumour epithelial,KRT7,Nuclear
407.3,3732.08,Tumour epithelial,FOXA1,Cytoplasmic
911.99,2527.26,Tumour epithelial,ANKRD30A,Cytoplasmic
535.41,1863.74,Other,Other,Nuclear
3953.1,683.18,Fibroblast / stroma,Other,Cytoplasmic
7413.42,423.69,Tumour epithelial,Other,Cytoplasmic
3919.73,2720.78,Fibroblast / stroma,POSTN,Cytoplasmic
1464.5,3186.03,Immune,Other,Nuclear
1326.85,4139.49,Fibroblast / stroma,LUM,Cytoplasmic
7035.92,2615.32,Other,Other,Cytoplasmic
734.4,4947.81,Other,Other,Cytoplasmic
3162.92,1059.06,Other,POLR2J3,Cytoplasmic
7250.63,1752.65,Fibroblast / stroma,Other,Cytoplasmic
2163.76,3495.85,Immune,Other,Nuclear
183.72,4926.32,Other,Other,Nuclear
1401.7,3612.26,Fibroblast / stroma,LUM,Cytoplasmic
1846.27,616.83,Tumour epithelial,ERBB2,Nuclear
7163.65,4618.69,Other,Other,Nuclear
3004.42,4435.26,Immune,Other,Cytoplasmic
126.06,4650.71,Immune,Other,Cytoplasmic
2133.31,517.14,Other,Other,Cytoplasmic
1080.27,5038.99,Other,Other,Cytoplasmic
3473.88,944.61,Other,Other,Nuclear
4536.37,2902.75,Fibroblast / stroma,Other,Cytoplasmic
7439.7,1828.17,Other,Other,Nuclear
3517.11,896.41,Other,Other,Cytoplasmic
2434.41,3289.58,Other,Other,Cytoplasmic
729.27,3160.92,Tumour epithelial,GATA3,Nuclear
1033.25,3527.29,Other,Other,Cytoplasmic
935.93,1971.65,Other,Other,Cytoplasmic
1121.16,1283.06,Tumour epithelial,Other,Cytoplasmic
3711.21,992.47,Other,Other,Nuclear
2484.71,2352.08,Immune,Other,Cytoplasmic
5134.54,3729.03,Tumour epithelial,ERBB2,Cytoplasmic
2581.83,1534.93,Myoepithelial / muscle,Other,Cytoplasmic
5643.3,1875.56,Other,Other,Cytoplasmic
3088.19,4168.73,Fibroblast / stroma,Other,Cytoplasmic
2741.79,4035.08,Fibroblast / stroma,Other,Cytoplasmic
7101.45,861.68,Immune,Other,Nuclear
5957.88,4030.54,Myoepithelial / muscle,Other,Nuclear
7403.87,2089.2,Other,CCND1,Nuclear
788.44,72.4,Other,SCD,Cytoplasmic
544.86,3552.59,Other,Other,Cytoplasmic
1435.31,4889.13,Tumour epithelial,EPCAM,Nuclear
5100.42,3274.78,Tumour epithelial,GATA3,Cytoplasmic
1151,4239.82,Tumour epithelial,ERBB2,Cytoplasmic
5459.54,5080.53,Immune,Other,Cytoplasmic
615.18,5103.04,Tumour epithelial,ERBB2,Cytoplasmic
2308,1447.2,Other,CCND1,Nuclear
5969.88,4240.4,Fibroblast / stroma,LUM,Cytoplasmic
3725.13,3005.8,Other,Other,Cytoplasmic
6001.94,2152.1,Fibroblast / stroma,POSTN,Cytoplasmic
2755.18,382.56,Other,Other,Nuclear
109.23,2174.33,Myoepithelial / muscle,Other,Nuclear
956.61,2238.39,Other,Other,Nuclear
7222.49,2811.76,Other,Other,Nuclear
5541.51,283.83,Other,Other,Cytoplasmic
1801.12,540.49,Tumour epithelial,Other,Cytoplasmic
1163.91,2279.78,Other,Other,Nuclear
1082.7,3847.44,Tumour epithelial,ERBB2,Cytoplasmic
1022.94,1910.55,Tumour epithelial,EPCAM,Nuclear
3939.12,4311.09,Other,Other,Cytoplasmic
6894.13,1134.6,Fibroblast / stroma,Other,Cytoplasmic
223.56,2664.78,Other,Other,Nuclear
2786.29,1466.35,Tumour epithelial,ERBB2,Nuclear
2889.69,3104.85,Other,Other,Nuclear
4288.04,3394.39,Fibroblast / stroma,LUM,Cytoplasmic
7291.92,3948.28,Fibroblast / stroma,LUM,Cytoplasmic
1405.68,1702.38,Immune,Other,Nuclear
522.6,1509.01,Other,Other,Cytoplasmic
2861.62,3304.79,Immune,Other,Nuclear
267.91,1277.54,Other,Other,Nuclear
1297.3,1354.5,Myoepithelial / muscle,Other,Cytoplasmic
2079.38,878.5,Other,Other,Nuclear
3425.45,1750.24,Tumour epithelial,TACSTD2,Cytoplasmic
5192.25,715.73,Tumour epithelial,ERBB2,Nuclear
3333.78,1369.12,Other,Other,Nuclear
6455.69,3641.36,Other,Other,Cytoplasmic
3704.7,4346.37,Fibroblast / stroma,Other,Cytoplasmic
2975.15,1392.92,Other,Other,Cytoplasmic
5201.68,465.64,Adipocyte,Other,Nuclear
5185.68,3861.32,Other,Other,Nuclear
337.63,238.82,Tumour epithelial,Other,Cytoplasmic
2446.72,3852.05,Endothelial / vascular,Other,Cytoplasmic
5920.42,271.76,Endothelial / vascular,Other,Cytoplasmic
5051.35,3543.81,Other,Other,Cytoplasmic
2566.18,786.15,Other,Other,Nuclear
1949.89,4358.09,Fibroblast / stroma,Other,Cytoplasmic
1650.58,1000.71,Tumour epithelial,ERBB2,Cytoplasmic
5407.35,3098.23,Other,Other,Nuclear
4842.37,2120.73,Fibroblast / stroma,Other,Cytoplasmic
5573.99,3731.3,Other,Other,Nuclear
1595.45,2660.58,Other,Other,Nuclear
7292.71,1954.78,Other,Other,Cytoplasmic
7366.85,1596.7,Immune,Other,Nuclear
3094.91,1923.06,Other,CCND1,Cytoplasmic
1150.75,2642.17,Tumour epithelial,TACSTD2,Nuclear
4642.5,2544.66,Other,Other,Cytoplasmic
2406.38,1183.65,Immune,Other,Cytoplasmic
1980.64,1212.06,Tumour epithelial,ERBB2,Cytoplasmic
448.58,2351.03,Other,Other,Cytoplasmic
143.1,3548.61,Fibroblast / stroma,LUM,Cytoplasmic
3057.33,3798.38,Other,Other,Cytoplasmic
5663.31,1292.63,Immune,Other,Cytoplasmic
2310.74,921.67,Adipocyte,Other,Cytoplasmic
1148.7,2115.87,Tumour epithelial,Other,Nuclear
681.96,503.37,Other,Other,Cytoplasmic
5204.64,3712.54,Tumour epithelial,GATA3,Nuclear
1249.65,2816.71,Other,Other,Nuclear
7141.69,1869.62,Fibroblast / stroma,Other,Cytoplasmic
6716.14,1240.55,Myoepithelial / muscle,Other,Cytoplasmic
2798.67,4810.81,Other,Other,Nuclear
722.66,645.76,Other,Other,Nuclear
1003.9,1738.7,Tumour epithelial,Other,Cytoplasmic
4329.71,4907.77,Immune,Other,Nuclear
2487.26,3389.09,Other,Other,Nuclear
3125.23,1019.22,Other,Other,Cytoplasmic
3184.81,1631.86,Other,Other,Nuclear
5109.01,3734.01,Myoepithelial / muscle,Other,Nuclear
5604.07,2856.59,Other,Other,Nuclear
2740.15,1834.58,Other,Other,Nuclear
3895.97,3333.67,Immune,Other,Cytoplasmic
4397.72,3200.48,Other,Other,Nuclear
280.43,2024.65,Tumour epithelial,ERBB2,Cytoplasmic
3907.52,2778.38,Endothelial / vascular,Other,Nuclear
180.33,5433.98,Other,POLR2J3,Nuclear
7328.53,2888.53,Tumour epithelial,ERBB2,Cytoplasmic
6696.21,2884.99,Fibroblast / stroma,POSTN,Cytoplasmic
1569.62,5319.09,Myoepithelial / muscle,Other,Cytoplasmic
3708.8,5405.36,Other,Other,Cytoplasmic
6097.17,4455.31,Fibroblast / stroma,Other,Cytoplasmic
3260.51,2471.23,Fibroblast / stroma,Other,Nuclear
5636.21,1218.65,Myoepithelial / muscle,Other,Cytoplasmic
2049.96,2347.84,Immune,Other,Nuclear
6781.5,4392.96,Other,SCD,Nuclear
1383.14,5292.76,Fibroblast / stroma,Other,Cytoplasmic
254.23,4849.06,Fibroblast / stroma,Other,Cytoplasmic
80.84,4774.89,Tumour epithelial,Other,Cytoplasmic
6867.05,1311.15,Immune,Other,Cytoplasmic
1760.24,4271.55,Immune,Other,Cytoplasmic
4385.85,3633.05,Fibroblast / stroma,LUM,Cytoplasmic
2808.84,2712.17,Immune,Other,Nuclear
3208.23,998.63,Immune,Other,Cytoplasmic
5494.53,2726.98,Tumour epithelial,Other,Cytoplasmic
3178.89,2233.34,Other,Other,Cytoplasmic
2327.04,4171.11,Other,Other,Nuclear
1771.6,2706.46,Other,Other,Nuclear
1750.35,2994.12,Other,Other,Cytoplasmic
4539.02,4614.12,Fibroblast / stroma,Other,Nuclear
2982.84,938.48,Tumour epithelial,Other,Cytoplasmic
2092.9,5175.09,Other,POLR2J3,Nuclear
3260.22,3025.24,Fibroblast / stroma,POSTN,Cytoplasmic
2150.35,4975.38,Other,Other,Cytoplasmic
4556.52,2436.43,Tumour epithelial,ERBB2,Cytoplasmic
6150.85,687.93,Other,Other,Cytoplasmic
539.51,1336.96,Other,Other,Nuclear
668.4,736.28,Myoepithelial / muscle,Other,Cytoplasmic
645.84,2146.22,Tumour epithelial,EPCAM,Cytoplasmic
1323.96,1208.85,Other,Other,Nuclear
5363.86,1010.36,Tumour epithelial,ANKRD30A,Nuclear
1570.47,2553.21,Immune,Other,Nuclear
2853.02,3885.27,Other,Other,Nuclear
1322.89,53.13,Tumour epithelial,FOXA1,Nuclear
6563.58,1159.66,Tumour epithelial,TACSTD2,Cytoplasmic
6854.44,3214.27,Other,Other,Cytoplasmic
438.74,1712.16,Tumour epithelial,ERBB2,Cytoplasmic
7170.75,4965.79,Immune,Other,Cytoplasmic
860.37,2032.48,Tumour epithelial,TACSTD2,Cytoplasmic
2483.5,1558.68,Other,SCD,Cytoplasmic
4626.09,4296.8,Fibroblast / stroma,POSTN,Cytoplasmic
481.28,3996.26,Fibroblast / stroma,POSTN,Cytoplasmic
2126.05,769.4,Other,Other,Cytoplasmic
5771.96,4201.19,Other,Other,Nuclear
7336.64,3415.09,Myoepithelial / muscle,Other,Cytoplasmic
818.28,4130.07,Other,Other,Cytoplasmic
1450.86,2257.09,Tumour epithelial,KRT7,Nuclear
2799.64,1223.73,Tumour epithelial,ERBB2,Nuclear
1558.55,165.07,Other,Other,Cytoplasmic
958.26,4803.86,Tumour epithelial,ERBB2,Cytoplasmic
6710.19,4696.4,Other,Other,Cytoplasmic
7248.15,922.44,Immune,Other,Nuclear
5221.8,301.54,Immune,Other,Nuclear
1009.75,2156.99,Other,Other,Cytoplasmic
4579.27,486.18,Immune,Other,Cytoplasmic
6839.41,2282.55,Tumour epithelial,ERBB2,Cytoplasmic
5345.05,247.98,Other,Other,Cytoplasmic
1045.48,2193.2,Tumour epithelial,TACSTD2,Cytoplasmic
369.78,1613.28,Other,Other,Nuclear
6158.97,3682.33,Tumour epithelial,Other,Cytoplasmic
2751.6,2822.83,Tumour epithelial,TACSTD2,Cytoplasmic
5395.67,1258.44,Other,Other,Nuclear
7010.77,2134.3,Immune,Other,Nuclear
4560.16,4313.51,Fibroblast / stroma,LUM,Cytoplasmic
230.08,4009.8,Other,Other,Cytoplasmic
2578.8,4460.99,Fibroblast / stroma,Other,Cytoplasmic
7100.71,3449.44,Tumour epithelial,FOXA1,Nuclear
207.31,4933.66,Myoepithelial / muscle,Other,Cytoplasmic
296.83,3537.16,Tumour epithelial,FOXA1,Cytoplasmic
6080.79,3105.37,Tumour epithelial,ERBB2,Nuclear
6135.49,3368.84,Myoepithelial / muscle,Other,Nuclear
3461.33,2713.58,Other,Other,Cytoplasmic
4179.15,4984.47,Tumour epithelial,FOXA1,Nuclear
6172.59,4273.53,Fibroblast / stroma,LUM,Nuclear
276.15,2347.35,Tumour epithelial,KRT7,Cytoplasmic
6941.09,2516.22,Tumour epithelial,Other,Cytoplasmic
7505.68,3433.34,Other,CCND1,Nuclear
5247.59,763.38,Tumour epithelial,ANKRD30A,Cytoplasmic
1162.77,3343.18,Other,Other,Cytoplasmic
4252.57,5028.75,Tumour epithelial,ERBB2,Nuclear
5757.02,2187.74,Fibroblast / stroma,LUM,Cytoplasmic
2684.28,868.95,Other,Other,Cytoplasmic
6224.33,812.24,Fibroblast / stroma,POSTN,Cytoplasmic
1074.12,4856.18,Fibroblast / stroma,LUM,Cytoplasmic
7135.37,4960.44,Immune,Other,Cytoplasmic
7516.02,5273.27,Other,Other,Nuclear
2305.51,2905.07,Immune,Other,Cytoplasmic
1791.28,560.94,Tumour epithelial,EPCAM,Cytoplasmic
5836.9,2814.91,Other,Other,Cytoplasmic
2890.01,530.78,Other,SCD,Cytoplasmic
2845.48,2686.95,Other,Other,Cytoplasmic
939.71,3046.66,Other,Other,Cytoplasmic
3108.21,3624,Fibroblast / stroma,LUM,Cytoplasmic
5740.13,4649.07,Fibroblast / stroma,Other,Cytoplasmic
754.92,1975.58,Tumour epithelial,Other,Nuclear
