x,y,cell_type,organ
3.585294,3.390245,Fetal epithelial progenitor,Kidney
5.789252,3.222274,Fetal epithelial progenitor,Kidney
7.036392,-0.662769,Fetal epithelial progenitor,Kidney
5.331024,4.23415,Ureteric bud cell,Kidney
7.226242,1.162536,Fetal epithelial progenitor,Kidney
4.200092,2.654487,Fetal epithelial progenitor,Kidney
3.734568,3.17723,Fetal epithelial progenitor,Kidney
6.566496,3.126133,Fetal epithelial progenitor,Kidney
4.739585,3.947321,Fetal epithelial progenitor,Kidney
7.572342,1.368307,Fetal epithelial progenitor,Kidney
3.57403,3.091956,Fetal epithelial progenitor,Kidney
7.067007,-1.155039,Endothelial cell,Kidney
6.649164,-1.076004,Endothelial cell,Kidney
7.172044,-1.308265,Endothelial cell,Kidney
6.949013,-1.18834,Endothelial cell,Kidney
4.956422,-0.088987,Endothelial cell,Kidney
9.285855,0.923237,Fetal epithelial progenitor,Kidney
7.403249,-0.664468,Endothelial cell,Kidney
6.611714,-0.702251,Endothelial cell,Kidney
5.867929,0.021584,Endothelial cell,Kidney
7.025778,-1.093129,Endothelial cell,Kidney
7.132685,-0.100134,Endothelial cell,Kidney
7.119831,-1.078301,Endothelial cell,Kidney
6.869247,-1.236407,Endothelial cell,Kidney
5.311933,2.809067,Fetal epithelial progenitor,Kidney
5.731517,-0.761445,Endothelial cell,Kidney
5.3041,-0.830932,Endothelial cell,Kidney
6.350953,-0.667916,Endothelial cell,Kidney
5.302782,-1.105876,Endothelial cell,Kidney
6.966793,-1.134157,Endothelial cell,Kidney
5.501315,0.24201,Endothelial cell,Kidney
7.006321,-1.184837,Endothelial cell,Kidney
6.264253,-1.073237,Endothelial cell,Kidney
6.392629,-0.679035,Endothelial cell,Kidney
7.383451,-1.43429,Endothelial cell,Kidney
7.411271,-0.023989,Endothelial cell,Kidney
7.252491,-0.59705,Endothelial cell,Kidney
5.935035,-1.048929,Endothelial cell,Kidney
6.648531,-1.205539,Endothelial cell,Kidney
6.280468,-0.797612,Endothelial cell,Kidney
6.868081,-0.874675,Endothelial cell,Kidney
6.974837,-1.640973,Endothelial cell,Kidney
5.535862,2.292715,Endothelial cell,Kidney
7.185102,-0.914085,Endothelial cell,Kidney
7.166783,-1.635474,Endothelial cell,Kidney
5.858553,0.303629,Endothelial cell,Kidney
5.481019,0.469322,Endothelial cell,Kidney
4.890099,-0.271862,Endothelial cell,Kidney
5.582368,-0.482368,Endothelial cell,Kidney
5.58232,0.018424,Endothelial cell,Kidney
6.064422,-0.573701,Endothelial cell,Kidney
7.23601,-0.60998,Endothelial cell,Kidney
5.304111,0.180717,Endothelial cell,Kidney
6.938642,-0.887443,Endothelial cell,Kidney
5.539182,-0.321342,Endothelial cell,Kidney
7.710366,-0.469649,Endothelial cell,Kidney
4.944928,-0.01053,Endothelial cell,Kidney
4.926826,-0.306891,Endothelial cell,Kidney
4.451896,0.647838,Endothelial cell,Kidney
7.438874,-0.85663,Endothelial cell,Kidney
4.722633,0.471138,Endothelial cell,Kidney
6.34005,-0.886637,Endothelial cell,Kidney
5.170289,-0.041648,Endothelial cell,Kidney
5.536755,-0.317576,Endothelial cell,Kidney
4.547604,1.950017,Endothelial cell,Kidney
4.748266,-1.142909,Endothelial cell,Kidney
7.44501,-0.606311,Endothelial cell,Kidney
4.660832,3.240172,Endothelial cell,Kidney
7.418068,-0.134986,Endothelial cell,Kidney
4.716391,-0.300541,Endothelial cell,Kidney
7.975685,-0.553558,Endothelial cell,Kidney
6.62267,1.199188,Fetal epithelial progenitor,Kidney
5.793305,3.673774,Endothelial cell,Kidney
4.816895,0.463809,Endothelial cell,Kidney
7.328013,-0.91122,Endothelial cell,Kidney
5.780473,0.393402,Endothelial cell,Kidney
6.400594,0.739342,Endothelial cell,Kidney
7.435834,-0.783204,Endothelial cell,Kidney
6.08578,-1.516211,Endothelial cell,Kidney
6.912218,0.106708,Endothelial cell,Kidney
5.022117,1.508647,Fetal epithelial progenitor,Kidney
7.467015,1.117045,Fetal epithelial progenitor,Kidney
6.690393,2.907259,Fetal epithelial progenitor,Kidney
8.416143,1.22643,Fetal epithelial progenitor,Kidney
8.933593,0.896906,Fetal epithelial progenitor,Kidney
8.858968,0.801037,Fetal epithelial progenitor,Kidney
8.180964,0.645836,Fetal epithelial progenitor,Kidney
6.200903,3.251477,Fetal epithelial progenitor,Kidney
8.247603,0.7854,Fetal epithelial progenitor,Kidney
6.471364,3.102176,Fetal epithelial progenitor,Kidney
4.602763,4.682592,Fetal epithelial progenitor,Kidney
5.142146,5.292639,Fetal epithelial progenitor,Kidney
3.287403,6.081198,Fetal epithelial progenitor,Kidney
4.88041,4.720535,Fetal epithelial progenitor,Kidney
7.093153,3.67341,Fetal epithelial progenitor,Kidney
4.403689,5.408802,Fetal epithelial progenitor,Kidney
8.553189,0.74419,Fetal epithelial progenitor,Kidney
6.661346,3.404247,Fetal epithelial progenitor,Kidney
8.397355,0.768846,Fetal epithelial progenitor,Kidney
7.261318,3.191293,Fetal epithelial progenitor,Kidney
6.953691,3.316785,Fetal epithelial progenitor,Kidney
7.175701,1.517562,Fetal epithelial progenitor,Kidney
7.953964,0.30867,Fetal epithelial progenitor,Kidney
7.803268,2.307141,Fetal epithelial progenitor,Kidney
7.42857,5.024328,Fetal epithelial progenitor,Kidney
1.413344,5.121388,Fetal epithelial progenitor,Kidney
6.42689,3.506186,Fetal epithelial progenitor,Kidney
6.291233,2.810927,Fetal epithelial progenitor,Kidney
4.416579,5.44988,Fetal epithelial progenitor,Kidney
5.498358,3.347289,Fetal epithelial progenitor,Kidney
6.193241,2.61852,Fetal epithelial progenitor,Kidney
6.56563,2.882177,Fetal epithelial progenitor,Kidney
8.937454,0.841924,Fetal epithelial progenitor,Kidney
6.812815,1.890518,Fetal epithelial progenitor,Kidney
8.372196,0.74409,Fetal epithelial progenitor,Kidney
5.918722,2.520425,Fetal epithelial progenitor,Kidney
2.007972,6.190724,Fetal epithelial progenitor,Kidney
6.683408,3.469469,Fetal epithelial progenitor,Kidney
8.480839,2.114912,Fetal epithelial progenitor,Kidney
9.097368,0.772615,Fetal epithelial progenitor,Kidney
6.6604,2.102518,Fetal epithelial progenitor,Kidney
9.120087,0.149064,Fetal epithelial progenitor,Kidney
4.27035,5.399587,Fetal epithelial progenitor,Kidney
9.128819,0.517767,Fetal epithelial progenitor,Kidney
2.258255,1.960665,Fetal epithelial progenitor,Kidney
4.684008,3.735758,Fetal epithelial progenitor,Kidney
0.983658,6.394499,Fetal epithelial progenitor,Kidney
9.285387,0.284806,Fetal epithelial progenitor,Kidney
2.825084,6.830545,Fetal epithelial progenitor,Kidney
8.152546,1.872281,Fetal epithelial progenitor,Kidney
6.08514,4.916735,Fetal epithelial progenitor,Kidney
6.866371,3.784278,Fetal epithelial progenitor,Kidney
6.117343,3.225116,Fetal epithelial progenitor,Kidney
8.886676,0.879783,Fetal epithelial progenitor,Kidney
6.649354,4.032344,Fetal epithelial progenitor,Kidney
8.31409,1.433754,Proximal tubule progenitor,Kidney
6.683274,3.235301,Proximal tubule progenitor,Kidney
8.52096,1.336493,Proximal tubule progenitor,Kidney
8.170203,1.481782,Proximal tubule progenitor,Kidney
6.794307,3.279222,Proximal tubule progenitor,Kidney
7.698341,3.608161,Proximal tubule progenitor,Kidney
6.006063,3.244706,Proximal tubule progenitor,Kidney
9.888905,3.232486,Proximal tubule progenitor,Kidney
7.267493,3.830974,Proximal tubule progenitor,Kidney
7.151819,3.18885,Proximal tubule progenitor,Kidney
7.10182,1.458037,Fetal fibroblast,Kidney
9.131972,1.12395,Proximal tubule progenitor,Kidney
5.01082,3.542929,Proximal tubule progenitor,Kidney
6.10561,4.830256,Proximal tubule progenitor,Kidney
4.56187,3.463518,Proximal tubule progenitor,Kidney
10.508321,4.030943,Proximal tubule progenitor,Kidney
6.613743,3.435472,Proximal tubule progenitor,Kidney
5.127192,5.062714,Proximal tubule progenitor,Kidney
4.693266,5.2366,Proximal tubule progenitor,Kidney
3.409579,2.07894,Fetal mesenchymal progenitor,Kidney
9.574759,3.348669,Proximal tubule progenitor,Kidney
10.135993,3.489036,Proximal tubule progenitor,Kidney
6.2709,4.488465,Proximal tubule progenitor,Kidney
7.650095,3.135566,Proximal tubule progenitor,Kidney
6.940303,3.781912,Proximal tubule progenitor,Kidney
8.6132,3.651257,Proximal tubule progenitor,Kidney
0.612786,4.552962,Proximal tubule progenitor,Kidney
7.745976,4.190182,Proximal tubule progenitor,Kidney
10.136839,3.547952,Proximal tubule progenitor,Kidney
6.223877,3.244643,Proximal tubule progenitor,Kidney
5.435963,4.139444,Fetal epithelial progenitor,Kidney
6.851082,3.900515,Fetal epithelial progenitor,Kidney
7.407687,3.471602,Fetal epithelial progenitor,Kidney
3.837549,5.660369,Fetal epithelial progenitor,Kidney
7.61731,4.421183,Ureteric bud cell,Kidney
6.483375,4.072429,Fetal epithelial progenitor,Kidney
4.936786,2.853716,Fetal epithelial progenitor,Kidney
4.147163,2.670201,Fetal epithelial progenitor,Kidney
3.848466,4.589594,Fetal epithelial progenitor,Kidney
8.789658,1.797766,Fetal epithelial progenitor,Kidney
5.709706,4.126231,Fetal epithelial progenitor,Kidney
5.59931,3.759233,Fetal epithelial progenitor,Kidney
6.73345,3.23938,Fetal epithelial progenitor,Kidney
4.912523,3.72931,Fetal epithelial progenitor,Kidney
2.120243,5.433929,Fetal epithelial progenitor,Kidney
9.228533,1.353938,Fetal epithelial progenitor,Kidney
5.793297,4.682248,Fetal epithelial progenitor,Kidney
8.579843,2.491049,Fetal epithelial progenitor,Kidney
6.496648,4.689742,Fetal epithelial progenitor,Kidney
0.185804,6.831574,Fetal epithelial progenitor,Kidney
4.843427,5.378092,Fetal epithelial progenitor,Kidney
6.705486,4.640091,Fetal epithelial progenitor,Kidney
5.761125,4.3025080000000004,Fetal epithelial progenitor,Kidney
1.769411,6.66052,Fetal epithelial progenitor,Kidney
1.908935,6.017657,Fetal epithelial progenitor,Kidney
3.289509,5.07908,Fetal epithelial progenitor,Kidney
1.221405,6.294607,Fetal epithelial progenitor,Kidney
6.406895,5.304994,Fetal epithelial progenitor,Kidney
-0.170592,6.340164,Fetal epithelial progenitor,Kidney
1.055716,6.213834,Fetal epithelial progenitor,Kidney
4.491753,5.24057,Fetal epithelial progenitor,Kidney
2.714746,5.99748,Fetal epithelial progenitor,Kidney
1.673979,6.582364,Fetal epithelial progenitor,Kidney
2.000116,5.938155,Fetal epithelial progenitor,Kidney
1.301585,1.235428,Fetal epithelial progenitor,Kidney
7.426981,3.982337,Fetal epithelial progenitor,Kidney
4.211427,5.424926,Fetal epithelial progenitor,Kidney
1.856053,6.311843,Fetal epithelial progenitor,Kidney
6.316814,4.433492,Fetal epithelial progenitor,Kidney
4.954524,4.33369,Fetal epithelial progenitor,Kidney
5.58669,4.861343,Primordial germ cell,Kidney
4.046725,3.430208,Primordial germ cell,Kidney
4.994255,4.525435,Fetal epithelial progenitor,Kidney
7.006091,3.470113,Fetal epithelial progenitor,Kidney
8.943923,2.098521,Intercalated cell,Kidney
8.908616,0.56048,Intercalated cell,Kidney
8.109887,5.027702,Intercalated cell,Kidney
6.959214,1.332524,Fetal epithelial progenitor,Kidney
7.482673,3.282642,Fetal epithelial progenitor,Kidney
6.424111,2.958534,Fetal epithelial progenitor,Kidney
9.054864,1.076828,Fetal epithelial progenitor,Kidney
9.054344,0.924562,Fetal epithelial progenitor,Kidney
8.443299,1.10377,Fetal epithelial progenitor,Kidney
7.927967,0.816646,Fetal epithelial progenitor,Kidney
6.740037,2.754608,Fetal epithelial progenitor,Kidney
5.995646,4.110004,Fetal epithelial progenitor,Kidney
6.902961,4.230977,Fetal epithelial progenitor,Kidney
9.119437,1.304265,Fetal epithelial progenitor,Kidney
9.050296,1.268066,Fetal epithelial progenitor,Kidney
8.871016,0.933441,Fetal epithelial progenitor,Kidney
7.771527,1.805827,Ureteric bud cell,Kidney
6.803493,2.433104,Fetal epithelial progenitor,Kidney
8.322433,3.200339,Fetal epithelial progenitor,Kidney
7.815666,1.784973,Fetal epithelial progenitor,Kidney
6.667732,3.601515,Fetal epithelial progenitor,Kidney
7.021326,1.947971,Fetal epithelial progenitor,Kidney
7.269576,4.502199,Ureteric bud cell,Kidney
8.228481,3.652635,Fetal epithelial progenitor,Kidney
5.697015,4.81439,Fetal epithelial progenitor,Kidney
7.520929,1.7392,Fetal epithelial progenitor,Kidney
8.641153,1.872239,Fetal epithelial progenitor,Kidney
5.397659,4.84238,Fetal epithelial progenitor,Kidney
5.035837,3.667914,Fetal epithelial progenitor,Kidney
6.848379,1.652787,Fetal epithelial progenitor,Kidney
7.815145,3.515694,Fetal epithelial progenitor,Kidney
7.939026,1.658709,Fetal epithelial progenitor,Kidney
9.101997,0.953678,Ureteric bud cell,Kidney
7.981587,1.314727,Fetal epithelial progenitor,Kidney
7.218325,2.024823,Fetal epithelial progenitor,Kidney
8.659063,2.873152,Fetal epithelial progenitor,Kidney
3.220895,6.253003,Fetal epithelial progenitor,Kidney
4.749477,3.146064,Fetal epithelial progenitor,Kidney
7.518082,3.129669,Fetal epithelial progenitor,Kidney
4.725552,3.743192,Fetal epithelial progenitor,Kidney
5.296754,2.837636,Fetal epithelial progenitor,Kidney
6.859087,3.422531,Fetal epithelial progenitor,Kidney
6.402982,4.838426,Fetal epithelial progenitor,Kidney
2.13323,6.103047,Fetal epithelial progenitor,Kidney
8.966169,0.81346,Fetal epithelial progenitor,Kidney
5.710504,3.988819,Fetal epithelial progenitor,Kidney
3.573516,5.212989,Fetal epithelial progenitor,Kidney
4.413593,2.797548,Fetal epithelial progenitor,Kidney
5.952274,4.314185,Fetal epithelial progenitor,Kidney
4.729419,3.459947,Fetal epithelial progenitor,Kidney
3.596028,4.904106,Ureteric bud cell,Kidney
5.504994,4.801267,Fetal epithelial progenitor,Kidney
9.139361,0.540628,Fetal epithelial progenitor,Kidney
7.472483,3.455193,Ureteric bud cell,Kidney
1.472936,6.853571,Fetal epithelial progenitor,Kidney
7.706015,0.375499,Fetal epithelial progenitor,Kidney
0.780231,7.040927,Fetal epithelial progenitor,Kidney
7.799278,3.217499,Fetal epithelial progenitor,Kidney
8.39353,0.503516,Fetal epithelial progenitor,Kidney
5.834453,4.146429,Fetal epithelial progenitor,Kidney
1.152127,6.812003,Fetal epithelial progenitor,Kidney
7.786796,1.635088,Fetal epithelial progenitor,Kidney
2.631579,5.736479,Fetal epithelial progenitor,Kidney
6.801193,4.375947,Ureteric bud cell,Kidney
2.168079,6.43334,Fetal epithelial progenitor,Kidney
4.8274,4.444337,Fetal epithelial progenitor,Kidney
8.759172,0.934721,Fetal epithelial progenitor,Kidney
4.681778,5.564269,Fetal epithelial progenitor,Kidney
12.258716,2.368706,Intermediated cell,Kidney
12.542698,2.589511,Intermediated cell,Kidney
7.808489,-0.230742,Fetal epithelial progenitor,Kidney
12.172078,2.094916,Intermediated cell,Kidney
12.531173,2.328539,Intermediated cell,Kidney
12.285653,2.524753,Intermediated cell,Kidney
12.890547,2.665346,Intermediated cell,Kidney
12.213921,2.395337,Intermediated cell,Kidney
11.246816,2.295616,Intermediated cell,Kidney
12.23973,2.139368,Intermediated cell,Kidney
11.360718,2.829044,Intermediated cell,Kidney
9.862028,2.378018,Intermediated cell,Kidney
12.46075,2.526454,Intermediated cell,Kidney
12.267619,2.300581,Intermediated cell,Kidney
12.147379,1.961662,Intermediated cell,Kidney
8.254899,4.37122,Ureteric bud cell,Kidney
8.730032,1.881157,Ureteric bud cell,Kidney
6.005281,4.647267,Ureteric bud cell,Kidney
7.610035,3.443587,Ureteric bud cell,Kidney
8.615901,1.918275,Ureteric bud cell,Kidney
7.560808,3.663052,Ureteric bud cell,Kidney
8.942248,1.761972,Ureteric bud cell,Kidney
8.851607,1.752087,Ureteric bud cell,Kidney
9.207086,2.676928,Ureteric bud cell,Kidney
8.476314,1.369727,Ureteric bud cell,Kidney
7.185408,4.763771,Fetal epithelial progenitor,Kidney
7.9746880000000004,3.468008,Ureteric bud cell,Kidney
8.761774,3.808734,Ureteric bud cell,Kidney
6.734349,4.01779,Ureteric bud cell,Kidney
6.274185,3.307653,Ureteric bud cell,Kidney
8.024071,1.87675,Fetal epithelial progenitor,Kidney
8.589895,3.065942,Fetal epithelial progenitor,Kidney
8.959374,1.823407,Ureteric bud cell,Kidney
7.398564,4.535496,Ureteric bud cell,Kidney
7.313436,3.173778,Fetal epithelial progenitor,Kidney
7.09633,4.017201,Ureteric bud cell,Kidney
1.617939,6.713059,Ureteric bud cell,Kidney
6.584463,3.570168,Ureteric bud cell,Kidney
7.250959,4.686113,Ureteric bud cell,Kidney
5.705169,4.414185,Ureteric bud cell,Kidney
7.6447,0.436197,Ureteric bud cell,Kidney
6.357658,5.897932,Ureteric bud cell,Kidney
7.246726,4.842673,Ureteric bud cell,Kidney
6.91673,4.64755,Ureteric bud cell,Kidney
7.540211,4.176165,Ureteric bud cell,Kidney
5.641519,5.521753,Ureteric bud cell,Kidney
7.611836,5.421682,Ureteric bud cell,Kidney
8.049116,1.17576,Fetal epithelial progenitor,Kidney
3.047562,5.683358,Fetal epithelial progenitor,Kidney
9.021398,0.172672,Fetal epithelial progenitor,Kidney
6.881421,4.750404,Ureteric bud cell,Kidney
8.019215,3.828718,Ureteric bud cell,Kidney
2.761546,6.105398,Fetal epithelial progenitor,Kidney
7.651997,3.38955,Ureteric bud cell,Kidney
6.871944,4.046187,Fetal epithelial progenitor,Kidney
4.491395,5.959692,Ureteric bud cell,Kidney
7.406002,5.079822,Ureteric bud cell,Kidney
4.308595,2.42513,Fetal epithelial progenitor,Kidney
8.547151,3.158505,Ureteric bud cell,Kidney
6.388987,4.85532,Fetal epithelial progenitor,Kidney
6.615986,5.650965,Ureteric bud cell,Kidney
8.254693,4.525776,Ureteric bud cell,Kidney
6.928583,4.593115,Ureteric bud cell,Kidney
7.191025,3.956067,Ureteric bud cell,Kidney
7.990792,0.655689,Fetal epithelial progenitor,Kidney
6.374213,3.153637,Fetal epithelial progenitor,Kidney
5.412151,4.220016,Fetal epithelial progenitor,Kidney
5.849389,4.092938,Fetal epithelial progenitor,Kidney
5.896804,2.166694,Fetal epithelial progenitor,Kidney
3.015455,6.267279,Fetal epithelial progenitor,Kidney
5.137927,4.738588,Fetal epithelial progenitor,Kidney
5.554812,1.843461,Fetal epithelial progenitor,Kidney
5.402545,3.907113,Fetal epithelial progenitor,Kidney
6.112248,5.012352,Fetal epithelial progenitor,Kidney
8.724322,1.253227,Fetal epithelial progenitor,Kidney
4.60905,4.128947,Fetal epithelial progenitor,Kidney
3.906655,4.846322,Fetal epithelial progenitor,Kidney
3.300442,3.487299,Fetal epithelial progenitor,Kidney
5.898497,3.351941,Fetal epithelial progenitor,Kidney
6.143765,2.151028,Fetal epithelial progenitor,Kidney
2.439522,5.153126,Fetal epithelial progenitor,Kidney
5.018148,4.531401,Fetal epithelial progenitor,Kidney
5.977024,3.165142,Fetal epithelial progenitor,Kidney
5.428104,3.037664,Fetal epithelial progenitor,Kidney
7.410413,2.135816,Fetal epithelial progenitor,Kidney
6.963864,1.727868,Fetal epithelial progenitor,Kidney
8.27425,2.565314,Fetal epithelial progenitor,Kidney
5.148763,3.317705,Fetal epithelial progenitor,Kidney
4.200691,5.520886,Fetal epithelial progenitor,Kidney
8.521874,0.84981,Fetal epithelial progenitor,Kidney
4.710214,2.2036,Fetal epithelial progenitor,Kidney
8.372607,2.356751,Fetal epithelial progenitor,Kidney
5.556139,3.919436,Fetal epithelial progenitor,Kidney
5.790885,2.239791,Fetal epithelial progenitor,Kidney
4.385525,4.475979,Fetal epithelial progenitor,Kidney
6.924976,3.34955,Fetal epithelial progenitor,Kidney
4.994909,5.049471,Fetal epithelial progenitor,Kidney
7.011243,0.902582,Fetal epithelial progenitor,Kidney
6.402208,4.754958,Fetal epithelial progenitor,Kidney
4.702702,3.685261,Primordial germ cell,Kidney
1.321107,5.662752,Fetal epithelial progenitor,Kidney
4.028911,3.113199,Fetal epithelial progenitor,Kidney
7.963149,1.846136,Fetal epithelial progenitor,Kidney
4.899162,5.122367,Fetal epithelial progenitor,Kidney
2.405689,5.380852,Fetal epithelial progenitor,Kidney
2.021277,5.156931,Fetal epithelial progenitor,Kidney
6.524196,3.809111,Fetal epithelial progenitor,Kidney
3.896382,2.362464,Fetal epithelial progenitor,Kidney
8.14307,0.462089,Fetal epithelial progenitor,Kidney
6.668479,1.832192,Fetal epithelial progenitor,Kidney
0.226647,0.961837,Fetal epithelial progenitor,Kidney
6.229609,3.693585,Fetal epithelial progenitor,Kidney
6.357049,3.85416,Fetal epithelial progenitor,Kidney
2.601703,5.516234,Fetal epithelial progenitor,Kidney
4.506429,4.024298,Fetal epithelial progenitor,Kidney
7.851859,5.254561,Proximal tubule progenitor,Kidney
8.161149,1.907577,Fetal epithelial progenitor,Kidney
4.622168,5.279023,Fetal epithelial progenitor,Kidney
4.387649,5.577209,Fetal epithelial progenitor,Kidney
1.277061,6.546711,Fetal epithelial progenitor,Kidney
6.670568,3.234761,Fetal epithelial progenitor,Kidney
6.856449,2.906487,Fetal epithelial progenitor,Kidney
5.417038,4.249246,Fetal epithelial progenitor,Kidney
2.093414,6.125207,Fetal epithelial progenitor,Kidney
2.849429,5.437904,Fetal epithelial progenitor,Kidney
-1.359239,5.227605,Fetal epithelial progenitor,Kidney
3.630822,2.47687,Fetal epithelial progenitor,Kidney
3.570947,2.996504,Primordial germ cell,Kidney
6.885593,3.995057,Fetal epithelial progenitor,Kidney
8.510509,2.742249,Fetal epithelial progenitor,Kidney
0.655552,7.200262,Fetal epithelial progenitor,Kidney
4.440536,5.31904,Fetal epithelial progenitor,Kidney
6.933167,3.833527,Fetal epithelial progenitor,Kidney
2.547588,6.346017,Fetal epithelial progenitor,Kidney
3.918261,5.548013,Primordial germ cell,Kidney
6.711735,3.405386,Fetal epithelial progenitor,Kidney
8.725007,1.732663,Proximal tubule progenitor,Kidney
8.489388,2.467284,Proximal tubule progenitor,Kidney
8.086969,1.808739,Proximal tubule progenitor,Kidney
6.533065,4.273693,Proximal tubule progenitor,Kidney
7.625628,1.594849,Proximal tubule progenitor,Kidney
6.523525,4.044512,Proximal tubule progenitor,Kidney
3.963348,1.989977,Proximal tubule progenitor,Kidney
8.850074,0.860046,Fetal epithelial progenitor,Kidney
5.791792,3.644302,Primordial germ cell,Kidney
6.848182,3.827749,Fetal epithelial progenitor,Kidney
8.511377,1.394159,Proximal tubule progenitor,Kidney
5.797645,4.71089,Fetal epithelial progenitor,Kidney
5.739048,5.190722,Proximal tubule progenitor,Kidney
5.632278,3.380628,Fetal epithelial progenitor,Kidney
7.150511,1.863357,Fetal epithelial progenitor,Kidney
8.372101,0.405522,Proximal tubule progenitor,Kidney
7.572795,-0.11386,Endothelial cell,Kidney
7.144044,3.953136,Proximal tubule progenitor,Kidney
6.339623,3.406887,Proximal tubule progenitor,Kidney
5.893565,3.763003,Proximal tubule progenitor,Kidney
7.630168,4.576915,Proximal tubule progenitor,Kidney
6.263383,5.425109,Proximal tubule progenitor,Kidney
7.087911,3.01738,Fetal epithelial progenitor,Kidney
6.522674,5.410473,Fetal epithelial progenitor,Kidney
7.23803,1.509105,Proximal tubule progenitor,Kidney
6.799061,3.585435,Fetal epithelial progenitor,Kidney
6.116988,4.484781,Fetal epithelial progenitor,Kidney
1.648289,6.426074,Fetal epithelial progenitor,Kidney
5.981079,3.490797,Fetal epithelial progenitor,Kidney
9.042065,1.448467,Proximal tubule progenitor,Kidney
7.327426,4.094521,Fetal epithelial progenitor,Kidney
6.876239,3.815456,Fetal epithelial progenitor,Kidney
1.360825,6.895242,Fetal epithelial progenitor,Kidney
7.050132,3.202892,Fetal epithelial progenitor,Kidney
5.315554,3.872475,Proximal tubule progenitor,Kidney
2.858145,5.035089,Fetal epithelial progenitor,Kidney
6.289689,3.218154,Proximal tubule progenitor,Kidney
7.143582,2.959534,Fetal epithelial progenitor,Kidney
1.380742,6.534302,Fetal epithelial progenitor,Kidney
6.566485,5.422127,Fetal epithelial progenitor,Kidney
3.214559,0.012704,Fetal mesenchymal progenitor,Kidney
3.588667,-0.539005,Fetal stromal cell,Kidney
4.321733,-0.346991,Fetal mesenchymal progenitor,Kidney
3.318901,-0.847139,Fetal mesenchymal progenitor,Kidney
2.729687,-0.254928,Fetal mesenchymal progenitor,Kidney
3.323659,-0.645702,Fetal mesenchymal progenitor,Kidney
2.997355,0.972492,Fetal mesenchymal progenitor,Kidney
2.990719,-0.823124,Fetal mesenchymal progenitor,Kidney
2.757011,-0.465646,Fetal mesenchymal progenitor,Kidney
2.351618,-0.702857,Fetal mesenchymal progenitor,Kidney
3.170304,-0.574285,Fetal mesenchymal progenitor,Kidney
5.130636,-0.221558,Fetal mesenchymal progenitor,Kidney
3.009429,0.625608,Endothelial cell,Kidney
6.242586,3.222256,Fetal epithelial progenitor,Kidney
6.058246,0.070736,Fetal mesenchymal progenitor,Kidney
7.726287,2.371506,Fetal epithelial progenitor,Kidney
8.028055,1.031593,Fetal epithelial progenitor,Kidney
3.642733,4.267064,Fetal mesenchymal progenitor,Kidney
6.423524,-0.221229,Endothelial cell,Kidney
7.684258,0.779071,Fetal epithelial progenitor,Kidney
6.542461,1.383748,Ureteric bud cell,Kidney
6.678748,0.501375,Fetal mesenchymal progenitor,Kidney
5.378875,2.041446,Fetal mesenchymal progenitor,Kidney
7.15294,0.30661,Fetal mesenchymal progenitor,Kidney
6.410442,0.15818,Fetal mesenchymal progenitor,Kidney
7.125696,1.254835,Fetal epithelial progenitor,Kidney
6.412271,0.455738,Fetal mesenchymal progenitor,Kidney
7.343861,3.246603,Ureteric bud cell,Kidney
3.964634,2.217788,Fetal epithelial progenitor,Kidney
3.64761,0.734836,Fetal mesenchymal progenitor,Kidney
5.189297,1.532448,Fetal mesenchymal progenitor,Kidney
4.775758,4.182297,Fetal epithelial progenitor,Kidney
3.671942,1.977082,Fetal mesenchymal progenitor,Kidney
7.588104,0.951996,Fetal epithelial progenitor,Kidney
7.676311,-0.293323,Fetal mesenchymal progenitor,Kidney
2.755537,2.440756,Fetal epithelial progenitor,Kidney
4.302113,2.528189,Fetal mesenchymal progenitor,Kidney
4.444732,2.01998,Fetal mesenchymal progenitor,Kidney
4.259479,1.921451,Fetal mesenchymal progenitor,Kidney
7.463774,0.255265,Fetal mesenchymal progenitor,Kidney
8.092046,-0.196186,Fetal epithelial progenitor,Kidney
3.510645,1.096955,Smooth muscle cell,Kidney
8.2308229999999991,0.814574,Fetal epithelial progenitor,Kidney
4.722261,1.08927,Fetal mesenchymal progenitor,Kidney
3.965543,3.670528,Fetal mesenchymal progenitor,Kidney
4.674128,2.163018,Fetal mesenchymal progenitor,Kidney
3.879206,2.586052,Fetal mesenchymal progenitor,Kidney
4.050994,0.600926,Fetal fibroblast,Kidney
4.068149,1.359971,Fetal mesenchymal progenitor,Kidney
5.180487,2.02239,Fetal epithelial progenitor,Kidney
8.454316,2.24888,Fetal epithelial progenitor,Kidney
7.513742,-0.490884,Fetal mesenchymal progenitor,Kidney
6.367323,1.924162,Fetal mesenchymal progenitor,Kidney
4.624885,2.788735,Fetal mesenchymal progenitor,Kidney
6.291333,0.812277,Fetal mesenchymal progenitor,Kidney
3.094661,2.502772,Fetal mesenchymal progenitor,Kidney
6.803935,3.296913,Fetal epithelial progenitor,Kidney
4.03861,-0.163534,Endothelial cell,Kidney
2.717668,4.567569,Fetal fibroblast,Kidney
5.351533,1.187153,Fetal mesenchymal progenitor,Kidney
3.754306,2.12009,Fetal mesenchymal progenitor,Kidney
3.060761,2.385836,Fetal mesenchymal progenitor,Kidney
5.432336,1.908078,Fetal mesenchymal progenitor,Kidney
5.221901,1.675116,Fetal mesenchymal progenitor,Kidney
