"gene","logFC","AveExpr","t","pvalue","padj"
"FBXO25",-0.3177,10.5352,-2.0541,0.03997,0.08066
"TDRP",-1.1937,8.7495,-4.2556,2.085e-05,0.0001271
"ERICH1",-0.1484,8.9023,-0.8312,0.4059,0.5213
"DLGAP2",-1.4155,5.7971,-3.2087,0.001333,0.004552
"CLN8",-0.2238,9.4647,-1.0303,0.3029,0.417
"KBTBD11-OT1",-0.5425,10.414,-2.8621,0.004209,0.01219
"ARHGEF10",-0.5334,10.3498,-2.6426,0.008226,0.02147
"KBTBD11",0.0857,8.3685,0.2615,0.7937,0.8545
"MYOM2",-2.8731,7.5076,-5.8081,6.318e-09,9.753e-08
"CSMD1",-0.4687,6.4092,-0.7004,0.4837,0.5954
"ANGPT2",-0.2619,9.0811,-0.8924,0.3722,0.4873
"MCPH1",-0.0482,9.7544,-0.3484,0.7276,0.8025
"AGPAT5",0.3703,9.9867,1.8064,0.07086,0.13
"DEFB1",-1.3434,7.2289,-2.46,0.01389,0.03346
"PRAG1",0.3127,10.3637,1.2619,0.207,0.3083
"CLDN23",0.149,7.9538,0.4864,0.6267,0.7217
"MFHAS1",0.6554,9.4605,2.3622,0.01817,0.042
"ERI1",0.3438,9.283,1.8949,0.05811,0.1102
"PPP1R3B",-0.467,11.4579,-1.8137,0.06973,0.1282
"TNKS",-0.0693,11.1399,-0.3944,0.6933,0.7762
"MSRA",-0.5766,8.8155,-2.9061,0.003659,0.01082
"PRSS51",-1.1695,6.0759,-2.1105,0.03482,0.0719
"RP1L1",-0.8829,5.7196,-2.1652,0.03037,0.06439
"SOX7",-1.4348,8.6402,-4.9861,6.162e-07,5.788e-06
"CTD-2135J3.4",-0.8453,8.1041,-4.4565,8.33e-06,5.736e-05
"PINX1",-0.0244,8.2641,-0.1422,0.8869,0.9221
"XKR6",-0.8659,6.1503,-2.3174,0.02048,0.04639
"MTMR9",-0.2746,9.5973,-1.3255,0.185,0.2822
"FAM167A",0.837,7.6137,2.2639,0.02358,0.05225
"BLK",0.1027,5.6782,0.1901,0.8493,0.8958
"NEIL2",-0.1141,9.5142,-0.6007,0.548,0.6541
"FDFT1",-0.3479,12.1085,-1.7113,0.08702,0.1535
"CTSB",0.4719,14.4313,2.0788,0.03763,0.07663
"FAM86B1",-0.2844,7.5943,-1.0598,0.2892,0.4019
"FAM86B2",-0.5288,6.924,-2.0196,0.04343,0.08639
"LONRF1",-0.6183,9.6663,-3.2472,0.001165,0.004063
"KIAA1456",-1.9195,8.6622,-5.4575,4.83e-08,6e-07
"C8orf48",-0.0098,6.4746,-0.0315,0.9749,0.9827
"DLC1",-1.2306,11.0422,-3.8303,0.000128,0.0006146
"TUSC3",-0.0485,10.6739,-0.2137,0.8308,0.882
"MSR1",1.0521,9.7287,2.7612,0.005759,0.0159
"MICU3",-1.7414,7.4616,-6.2136,5.178e-10,1.019e-08
"ZDHHC2",-1.1685,9.5855,-3.9752,7.032e-05,0.0003666
"CNOT7",0.0351,11.5285,0.2183,0.8272,0.8794
"VPS37A",0.2033,10.2615,1.1874,0.2351,0.341
"MTMR7",0.9776,7.0657,3.057,0.002236,0.007067
"SLC7A2",1.5718,11.8081,2.9657,0.00302,0.009148
"PDGFRL",-0.8417,10.3773,-2.7907,0.00526,0.0147
"MTUS1",-0.5996,11.91,-2.3492,0.01881,0.04327
"PCM1",0.1449,12.7086,0.6362,0.5247,0.6331
"ASAH1",0.6665,13.0949,2.0735,0.03812,0.07743
"NAT1",3.4398,9.4524,6.7308,1.687e-11,4.534e-10
"NAT2",0.7389,5.8047,1.5862,0.1127,0.1896
"PSD3",1.5036,10.4047,3.6521,0.0002601,0.001133
"SH2D4A",0.7552,9.1889,2.5744,0.01004,0.02539
"CSGALNACT1",-0.5514,9.362,-2.0864,0.03694,0.07551
"INTS10",-0.0464,10.6489,-0.3326,0.7394,0.8125
"LPL",-3.5411,11.4725,-7.2724,3.532e-13,1.357e-11
"ATP6V1B2",0.0697,11.5223,0.4726,0.6365,0.7295
"LZTS1",-0.618,9.4196,-2.1495,0.0316,0.06654
"GFRA2",-2.3914,6.6601,-6.4887,8.656e-11,2.005e-09
"DOK2",-1.1402,7.5868,-3.5948,0.0003246,0.00137
"XPO7",0.1929,11.6144,1.385,0.1661,0.2588
"NPM2",-1.61,6.2044,-3.8518,0.0001173,0.0005703
"DMTN",-0.8203,9.7453,-2.5775,0.009952,0.02518
"FAM160B2",-0.1071,10.7686,-0.5211,0.6023,0.7014
"NUDT18",0.3781,8.0007,1.2395,0.2151,0.3179
"HR",0.7324,8.9246,1.6683,0.09525,0.1651
"REEP4",1.467,9.169,5.8383,5.274e-09,8.259e-08
"BMP1",1.0141,9.9815,3.5742,0.0003513,0.001469
"PHYHIP",-2.4653,7.0954,-7.9442,1.954e-15,1.192e-13
"POLR3D",0.1925,9.7422,1.147,0.2514,0.3594
"PIWIL2",-1.2122,6.6382,-3.0538,0.002259,0.007132
"SLC39A14",0.3107,11.096,1.6972,0.08966,0.1573
"PPP3CC",-0.4744,9.1302,-2.0321,0.04215,0.08426
"SORBS3",-0.2501,11.6934,-1.2736,0.2028,0.3033
"PDLIM2",-0.1016,9.5392,-0.3517,0.7251,0.8006
"AC037459.4",-0.2722,8.5507,-0.9085,0.3636,0.4791
"C8orf58",-0.1271,8.5886,-0.6449,0.519,0.6278
"CCAR2",0.1106,11.8954,0.7745,0.4386,0.5526
"BIN3",-0.0615,9.486,-0.3126,0.7546,0.824
"EGR3",-1.2912,10.3919,-2.3754,0.01753,0.04081
"PEBP4",0.2329,6.5591,0.4375,0.6618,0.7509
"RHOBTB2",-0.201,10.0066,-0.9724,0.3308,0.446
"TNFRSF10B",-0.0871,10.4928,-0.4457,0.6558,0.7462
"TNFRSF10C",-0.2947,7.0242,-0.9149,0.3603,0.4755
"TNFRSF10D",-0.9354,8.0224,-2.4063,0.01611,0.03802
"TNFRSF10A",0.1488,8.7479,0.7887,0.4303,0.5448
"CHMP7",0.1738,10.6937,1.1337,0.2569,0.3657
"R3HCC1",-0.2837,9.7494,-1.4399,0.1499,0.2387
"LOXL2",1.1161,10.7392,3.6699,0.0002426,0.001066
"ENTPD4",0.5379,10.6831,3.0183,0.002542,0.007895
"SLC25A37",-0.5314,10.8171,-2.0171,0.04369,0.08685
"NKX3-1",0.2128,8.6107,0.6679,0.5042,0.6145
"STC1",0.8978,10.4613,2.2535,0.02423,0.05341
"ADAM28",1.1908,8.3065,2.9214,0.003484,0.01036
"ADAMDEC1",3.1047,6.5388,6.0668,1.305e-09,2.342e-08
"NEFM",0.8517,5.8239,1.8866,0.05922,0.1119
"DOCK5",0.5211,10.0124,2.0246,0.04291,0.08547
"GNRH1",-0.2642,6.6359,-0.8207,0.4118,0.527
"KCTD9",-0.5229,10.1094,-3.8705,0.0001086,0.0005339
"CDCA2",3.3192,7.4649,9.3781,6.715e-21,9.653e-19
"EBF2",-1.7699,8.0588,-4.6654,3.08e-06,2.388e-05
"PPP2R2A",0.1779,11.0908,1.2514,0.2108,0.3129
"BNIP3L",-0.2562,12.2368,-1.1634,0.2447,0.3521
"PNMA2",-0.478,7.9382,-1.4968,0.1344,0.2188
"DPYSL2",-0.8819,12.132,-4.5518,5.319e-06,3.88e-05
"ADRA1A",-3.2589,6.1019,-5.9532,2.63e-09,4.407e-08
"TRIM35",-0.1049,9.4683,-0.763,0.4455,0.5597
"PTK2B",-0.1241,9.996,-0.6457,0.5185,0.6274
"EPHX2",-0.5237,10.0203,-1.7812,0.07488,0.1358
"CLU",-0.8175,14.2035,-1.9249,0.05424,0.1042
"SCARA3",-0.7643,10.542,-2.8286,0.004674,0.01332
"CCDC25",-0.0998,10.7197,-0.6789,0.4972,0.6085
"ESCO2",2.7841,7.3085,8.4812,2.228e-17,1.918e-15
"PBK",3.8748,7.7545,10.6285,2.195e-26,7.854e-24
"SCARA5",-5.7422,8.6467,-11.0619,1.919e-28,1.03e-25
"NUGGC",-0.8575,5.9713,-2.3742,0.01759,0.04091
"ELP3",0.0734,10.3699,0.5241,0.6002,0.7
"PNOC",0.0572,5.6079,0.1365,0.8914,0.925
"ZNF395",-0.4421,11.6851,-2.1166,0.0343,0.07103
"FBXO16",-0.4145,10.1034,-1.9282,0.05383,0.1035
"FZD3",0.3497,9.4653,1.2709,0.2038,0.3045
"EXTL3",-0.1422,10.7396,-0.8833,0.3771,0.4917
"INTS9",0.2541,9.4202,1.928,0.05386,0.1035
"HMBOX1",0.4208,9.3919,1.4089,0.1589,0.25
"KIF13B",0.3716,11.4867,1.2194,0.2227,0.3267
"DUSP4",0.7387,11.9986,1.863,0.06246,0.1172
"SARAF",-0.138,13.1494,-0.7314,0.4645,0.5775
"LEPROTL1",0.2686,10.8043,1.8073,0.07071,0.1298
"DCTN6",-0.0626,9.9033,-0.4097,0.682,0.7667
"RBPMS",-0.5028,11.3178,-2.0556,0.03982,0.08042
"GTF2E2",0.5445,9.6747,2.6133,0.008966,0.02307
"GSR",0.776,10.7583,3.7763,0.0001592,0.0007435
"UBXN8",0.4309,8.4541,1.9843,0.04722,0.09278
"PPP2CB",-0.327,11.4268,-2.129,0.03326,0.06927
"PURG",-0.2929,5.6501,-0.771,0.4407,0.5547
"WRN",-0.1729,9.5584,-0.9399,0.3473,0.4625
"NRG1",-1.9799,8.5988,-4.5462,5.461e-06,3.977e-05
"FUT10",-0.3246,8.3706,-1.5491,0.1214,0.2017
"MAK16",0.2613,9.9321,1.6461,0.09975,0.1716
"TTI2",0.1789,9.3645,1.4924,0.1356,0.2203
"RNF122",-0.6252,8.4464,-2.3624,0.01815,0.04198
"ZNF703",0.9548,11.1902,2.6672,0.007649,0.02018
"ERLIN2",0.0641,11.6716,0.4666,0.6408,0.7331
"PROSC",0.1527,10.8667,0.8885,0.3743,0.4893
"ADGRA2",-1.0468,11.3877,-5.2841,1.263e-07,1.412e-06
"BRF2",-0.606,10.4373,-4.0194,5.835e-05,0.0003119
"RAB11FIP1",0.9892,12.0036,3.4995,0.0004661,0.001866
"EIF4EBP1",1.7754,9.7553,4.8319,1.352e-06,1.155e-05
"ASH2L",0.4909,11.0149,2.5516,0.01072,0.02687
"STAR",0.1036,5.874,0.2392,0.811,0.8676
"LSM1",0.7619,9.8017,3.9075,9.326e-05,0.0004673
"BAG4",0.3701,10.0206,2.2334,0.02552,0.05575
"PLPP5",0.6578,10.2529,3.4772,0.0005067,0.002001
"DDHD2",0.0611,11.0348,0.3034,0.7616,0.8296
"NSD3",0.5287,11.8858,2.4727,0.01341,0.03248
"LETM2",0.7581,7.2945,2.7021,0.006891,0.01851
"FGFR1",-0.8752,12.2852,-4.1508,3.313e-05,0.0001907
"TACC1",-1.3038,11.9327,-4.3237,1.534e-05,9.725e-05
"PLEKHA2",-0.3729,10.3772,-2.3068,0.02106,0.04752
"TM2D2",0.2659,10.4573,1.6342,0.1022,0.1753
"ADAM9",0.4218,11.652,1.7881,0.07376,0.1341
"ADAM32",0.0405,7.095,0.1121,0.9107,0.9381
"IDO1",0.2999,7.1024,0.6971,0.4857,0.5973
"C8orf4",1.3205,11.0715,3.6779,0.0002352,0.001039
"ZMAT4",0.3513,6.0504,0.6911,0.4895,0.6011
"SFRP1",-2.5367,12.5783,-4.786,1.701e-06,1.411e-05
"GOLGA7",0.2607,10.9438,1.3875,0.1653,0.258
"GINS4",2.1038,8.0897,7.2172,5.307e-13,1.983e-11
"GPAT4",0.4444,11.6218,2.8104,0.004948,0.01398
"ANK1",-0.6691,6.6559,-2.1816,0.02914,0.06221
"KAT6A",0.2892,11.7841,1.3958,0.1628,0.2549
"AP3M2",0.7706,9.9586,3.9984,6.377e-05,0.0003375
"PLAT",0.6067,12.4492,1.5411,0.1233,0.2042
"IKBKB",0.5532,11.3886,3.745,0.0001804,0.000828
"POLB",1.0096,9.9793,4.8563,1.196e-06,1.038e-05
"VDAC3",0.884,11.4658,4.5026,6.713e-06,4.757e-05
"SLC20A2",0.0236,11.0976,0.1049,0.9165,0.9421
"SMIM19",0.1805,10.1667,0.9368,0.3489,0.4639
"THAP1",0.0667,8.8461,0.5159,0.6059,0.7043
"RNF170",-0.0683,9.7722,-0.6417,0.5211,0.6297
"HOOK3",-0.04,11.1291,-0.1924,0.8474,0.8948
"RP11-598P20.5",-0.0268,9.2072,-0.1611,0.872,0.9122
"FNTA",0.2654,11.1878,1.5526,0.1205,0.2005
"POMK",1.3571,7.1876,3.3994,0.0006752,0.002555
"HGSNAT",0.3377,12.0373,2.0431,0.04104,0.08247
"SPIDR",0.453,10.9901,3.1113,0.001862,0.006059
"CEBPD",-0.5581,10.1035,-1.8035,0.0713,0.1305
"PRKDC",1.0952,13.0777,4.3537,1.339e-05,8.642e-05
"MCM4",2.1849,11.3216,6.6779,2.425e-11,6.286e-10
"UBE2V2",0.7303,10.8203,3.1863,0.001441,0.004864
"EFCAB1",-1.0883,6.8814,-1.9576,0.05028,0.09773
"SNAI2",-0.5568,9.7445,-1.7748,0.07593,0.1374
"PXDNL",0.1001,6.5223,0.2363,0.8132,0.8692
"PCMTD1",0.062,11.7886,0.2934,0.7692,0.8354
"RB1CC1",0.2379,11.5546,1.1973,0.2312,0.3367
"ATP6V1H",0.1559,10.8568,1.0902,0.2756,0.3869
"TCEA1",0.6259,11.1562,3.0668,0.002164,0.006879
"LYPLA1",0.7769,11.1164,3.6467,0.0002657,0.001153
"MRPL15",0.6493,10.1246,2.1401,0.03235,0.06785
"SOX17",-2.0135,7.6425,-6.5392,6.183e-11,1.488e-09
"RP1",1.0729,6.4537,1.6821,0.09254,0.1613
"TMEM68",0.7178,9.4893,3.6514,0.0002608,0.001135
"TGS1",0.4689,10.0568,2.8997,0.003735,0.011
"LYN",-0.2171,10.0256,-0.975,0.3295,0.4446
"RPS20",0.088,14.2062,0.3436,0.7312,0.8058
"PLAG1",-0.679,6.6436,-1.8082,0.07058,0.1295
"CHCHD7",-0.1617,9.4318,-0.9387,0.3479,0.4631
"SDR16C5",0.9238,8.1107,1.7546,0.07932,0.1425
"PENK",-3.8243,6.597,-6.5405,6.132e-11,1.478e-09
"IMPAD1",0.2728,12.2327,1.653,0.09833,0.1696
"FAM110B",0.2304,9.2828,1.3403,0.1802,0.2762
"UBXN2B",0.7449,10.5805,4.3471,1.38e-05,8.875e-05
"SDCBP",-0.3375,12.4213,-1.7265,0.08426,0.1496
"NSMAF",0.1437,10.3126,0.9286,0.3531,0.4682
"TOX",-0.6859,7.0816,-2.1927,0.02833,0.06078
"CA8",0.3697,9.1538,0.7656,0.4439,0.5582
"RAB2A",0.5212,12.4081,3.1453,0.001659,0.005497
"CHD7",0.983,10.396,3.5631,0.0003665,0.001522
"CLVS1",-0.2867,9.8211,-0.9439,0.3452,0.4604
"ASPH",-0.4118,13.4654,-1.7528,0.07963,0.1429
"GGH",1.8067,9.1431,5.4624,4.697e-08,5.853e-07
"TTPA",-1.4064,6.1109,-3.9436,8.026e-05,0.0004103
"YTHDF3",0.0946,11.6467,0.6106,0.5415,0.6479
"BHLHE22",-1.0387,6.673,-3.0531,0.002265,0.007147
"CYP7B1",-0.5817,8.0478,-1.9888,0.04673,0.09194
"ARMC1",0.4351,10.4523,2.1475,0.03176,0.06681
"MTFR1",0.8656,9.8835,4.2409,2.226e-05,0.0001346
"PDE7A",0.7942,10.574,2.4985,0.01247,0.03053
"RRS1",1.0243,9.4089,3.5503,0.0003849,0.001588
"ADHFE1",-0.507,8.8655,-2.4051,0.01617,0.03811
"C8orf46",-0.7314,7.1064,-2.1293,0.03323,0.06926
"MYBL1",2.2627,8.2003,6.5287,6.636e-11,1.585e-09
"VCPIP1",0.3782,10.5516,2.3304,0.01978,0.04508
"C8orf44",0.1176,7.3712,0.5521,0.5809,0.683
"C8orf44-SGK3",0.3636,9.7795,0.8861,0.3755,0.4905
"SGK3",0.644,10.5825,1.599,0.1098,0.1857
"MCMDC2",0.7643,8.2576,2.9986,0.002712,0.008339
"PPP1R42",0.6798,8.5122,2.6503,0.008041,0.02104
"COPS5",0.5893,10.9463,2.8334,0.004605,0.01315
"CSPP1",0.7025,9.4794,3.2858,0.001017,0.003617
"ARFGEF1",0.6547,11.7099,3.4754,0.0005101,0.002013
"PREX2",-1.6828,9.1087,-4.5212,6.15e-06,4.414e-05
"C8orf34",-1.4075,6.3207,-3.825,0.0001308,0.0006258
"SULF1",2.22,12.2169,6.3435,2.245e-10,4.75e-09
"SLCO5A1",1.1742,6.1873,3.3699,0.0007519,0.002795
"NCOA2",-0.1705,11.3575,-0.8127,0.4164,0.5312
"TRAM1",0.1469,12.7617,0.9028,0.3666,0.4821
"LACTB2",0.0649,8.6428,0.2753,0.7831,0.8465
"XKR9",0.9149,5.8747,1.6719,0.09453,0.1641
"EYA1",0.2842,6.5645,0.6976,0.4854,0.5971
"MSC",0.1947,7.7519,0.5739,0.566,0.6702
"TRPA1",4.1136,7.5621,7.0752,1.493e-12,5.007e-11
"KCNB2",-0.5008,5.7887,-0.9148,0.3603,0.4755
"TERF1",0.3226,9.857,2.4841,0.01299,0.03158
"SBSPON",0.6232,9.4313,1.4442,0.1487,0.2372
"RPL7",0.1781,11.5981,0.6306,0.5283,0.6363
"RDH10",1.1797,9.9031,2.8886,0.003869,0.01133
"STAU2",0.5686,10.7434,2.5105,0.01205,0.02967
"RP11-463D19.2",0.5183,8.3014,2.1922,0.02836,0.06081
"UBE2W",0.3635,10.4471,2.1808,0.0292,0.06231
"ELOC",0.8272,10.0335,3.1649,0.001551,0.005186
"TMEM70",0.1697,9.5299,0.6102,0.5417,0.6481
"LY96",-0.8272,7.6218,-2.7148,0.006631,0.01791
"JPH1",0.735,7.7239,2.4553,0.01408,0.03385
"GDAP1",0.1886,8.9471,0.5917,0.554,0.6597
"PI15",-2.4821,9.8966,-4.3289,1.499e-05,9.537e-05
"CRISPLD1",-2.0894,9.7047,-5.4711,4.474e-08,5.601e-07
"HNF4G",0.1796,6.4192,0.4002,0.689,0.7727
"ZFHX4",-0.5135,9.3717,-1.3351,0.1818,0.2784
"PEX2",0.0447,10.6733,0.3164,0.7517,0.8217
"PKIA",-1.5381,8.1485,-5.372,7.786e-08,9.251e-07
"ZC2HC1A",-0.6128,9.0919,-2.5949,0.009461,0.0241
"IL7",-0.8824,7.2109,-4.0058,6.181e-05,0.0003283
"STMN2",1.8585,6.6884,3.9098,9.237e-05,0.0004633
"HEY1",-0.7191,8.8033,-3.1537,0.001612,0.005359
"MRPS28",0.0651,9.5062,0.2557,0.7982,0.8575
"RP11-26J3.4",1.1013,10.8202,4.927,8.35e-07,7.497e-06
"TPD52",1.6271,12.2953,6.0884,1.141e-09,2.059e-08
"ZBTB10",0.0517,10.747,0.2688,0.7881,0.8503
"ZNF704",-0.4043,11.2889,-1.4439,0.1488,0.2373
"PAG1",0.6327,8.7006,2.6738,0.0075,0.01986
"FABP5",-0.3098,7.5345,-0.7898,0.4297,0.5441
"FABP4",-4.4935,11.3812,-6.9184,4.566e-12,1.384e-10
"IMPA1",0.1323,9.0704,0.5891,0.5558,0.6612
"SLC10A5",1.4655,6.1186,4.0388,5.372e-05,0.0002908
"ZFAND1",-0.1316,10.2273,-0.7957,0.4262,0.5405
"CHMP4C",0.4142,9.5104,1.3687,0.1711,0.2651
"SNX16",0.2673,9.1437,1.2179,0.2233,0.3272
"LRRCC1",0.8487,9.7478,4.0175,5.882e-05,0.0003143
"E2F5",0.9127,9.8081,3.8606,0.0001131,0.000553
"C8orf59",0.7037,10.2261,3.0929,0.001982,0.006386
"CA13",0.1127,7.992,0.3677,0.7131,0.792
"CA3",-2.548,8.2909,-5.5726,2.509e-08,3.347e-07
"CA2",-0.2603,9.5742,-0.558,0.5768,0.6798
"ATP6V0D2",1.7104,5.9668,4.0344,5.474e-05,0.0002952
"WWP1",0.4901,11.9288,1.6243,0.1043,0.1782
"RMDN1",-0.1716,10.5791,-1.1225,0.2617,0.3712
"CPNE3",0.3809,12.4236,2.4225,0.01541,0.03663
"MMP16",0.2428,9.0202,0.7115,0.4768,0.5891
"RIPK2",1.1186,9.5645,5.3589,8.371e-08,9.852e-07
"OSGIN2",0.2662,10.4547,1.5177,0.1291,0.2118
"NBN",0.3869,11.4678,2.7786,0.005459,0.0152
"DECR1",-0.2596,10.8325,-1.2446,0.2133,0.3156
"TMEM64",-0.0677,9.8735,-0.1906,0.8488,0.8958
"NECAB1",-1.9563,7.6031,-6.3616,1.997e-10,4.258e-09
"C8orf88",-1.8248,6.8649,-6.2373,4.452e-10,8.905e-09
"TMEM55A",-0.9909,8.6373,-4.3207,1.555e-05,9.847e-05
"OTUD6B",0.2384,8.9012,1.0773,0.2814,0.393
"LRRC69",1.0309,5.9475,2.9394,0.003289,0.009855
"SLC26A7",0.1406,6.4214,0.3058,0.7597,0.8281
"RUNX1T1",-1.0247,8.6581,-2.7351,0.006236,0.01699
"TRIQK",0.4346,10.0161,1.7407,0.08173,0.146
"FAM92A",0.2914,9.3881,1.3578,0.1745,0.2695
"RBM12B",0.455,9.9684,2.5325,0.01132,0.02815
"TMEM67",0.2957,8.8453,1.4652,0.1429,0.2296
"PDP1",-0.3759,10.6681,-1.7582,0.07872,0.1416
"CDH17",-0.4953,5.6799,-1.1931,0.2328,0.3385
"GEM",-1.1192,10.314,-3.5803,0.0003432,0.001438
"FSBP",1.3422,7.9742,5.2497,1.523e-07,1.669e-06
"RAD54B",1.495,8.1124,5.7081,1.142e-08,1.661e-07
"KIAA1429",0.5086,11.7423,3.0568,0.002237,0.00707
"ESRP1",1.4814,11.3311,4.2299,2.338e-05,0.0001399
"DPY19L4",-0.041,10.5923,-0.254,0.7995,0.8586
"INTS8",1.2196,10.6557,6.7274,1.727e-11,4.62e-10
"CCNE2",2.6523,8.5463,7.9652,1.649e-15,1.021e-13
"TP53INP1",1.0252,11.3368,4.7125,2.447e-06,1.938e-05
"NDUFAF6",1.2658,9.3949,5.44,5.327e-08,6.566e-07
"PLEKHF2",0.7797,10.8301,3.3226,0.0008919,0.003226
"C8orf37",0.2053,7.8397,1.0809,0.2797,0.3913
"GDF6",0.2363,6.0659,0.6535,0.5135,0.6228
"UQCRB",0.0818,12.1124,0.3322,0.7398,0.8128
"MTERF3",0.8077,9.2489,3.5423,0.0003966,0.00163
"PTDSS1",0.6327,11.33,2.9062,0.003658,0.01082
"SDC2",-0.6613,11.6555,-3.01,0.002613,0.008069
"CPQ",-0.9265,10.5066,-4.9062,9.285e-07,8.25e-06
"TSPYL5",0.3151,10.4904,0.9705,0.3318,0.4469
"MTDH",0.5516,12.3044,3.749,0.0001775,0.0008167
"LAPTM4B",0.9272,11.7201,2.3395,0.01931,0.04419
"MATN2",-3.022,10.7884,-10.1389,3.714e-24,8.72e-22
"RPL30",0.2739,14.4904,1.2282,0.2194,0.3229
"ERICH5",-0.5215,5.9116,-0.8661,0.3865,0.5014
"RIDA",0.4975,8.9806,1.7357,0.08262,0.1472
"POP1",1.3007,8.4359,4.7708,1.835e-06,1.51e-05
"NIPAL2",-0.2701,10.2042,-1.2377,0.2158,0.3185
"STK3",0.3968,10.1077,2.0823,0.03731,0.07608
"OSR2",-0.6439,8.465,-2.1013,0.03562,0.07328
"VPS13B",0.5715,11.0897,2.1777,0.02943,0.06271
"COX6C",2.2838,12.0635,6.2406,4.358e-10,8.744e-09
"RGS22",0.9906,7.2636,1.9483,0.05138,0.0996
"FBXO43",2.629,5.9931,8.3762,5.465e-17,4.399e-15
"POLR2K",1.0149,10.4686,4.6359,3.555e-06,2.716e-05
"SPAG1",1.0869,9.2434,6.7208,1.807e-11,4.809e-10
"RNF19A",0.2074,11.4249,1.5134,0.1302,0.2132
"ANKRD46",-0.2548,9.8262,-1.0232,0.3062,0.4203
"PABPC1",0.8202,15.0819,3.3053,0.0009486,0.003405
"YWHAZ",1.1673,14.4407,5.7476,9.05e-09,1.353e-07
"ZNF706",0.4287,10.9797,2.5957,0.009439,0.02407
"GRHL2",0.6486,10.9617,1.9206,0.05478,0.105
"NCALD",-1.7485,10.4348,-5.0001,5.731e-07,5.427e-06
"RRM2B",-0.1237,10.5508,-0.581,0.5612,0.6661
"UBR5",0.1944,12.5541,1.1153,0.2647,0.3745
"KLF10",-1.3647,11.8054,-5.4858,4.117e-08,5.219e-07
"AZIN1",0.6076,12.6909,3.2299,0.001238,0.004269
"ATP6V1C1",0.2803,11.2842,1.9665,0.04924,0.09615
"BAALC",-1.3032,7.3627,-3.2815,0.001033,0.003662
"FZD6",-0.3325,10.3664,-1.8292,0.06736,0.1245
"CTHRC1",2.1818,10.0076,5.3957,6.824e-08,8.193e-07
"SLC25A32",0.4701,9.8559,2.2476,0.0246,0.05409
"DCAF13",1.2213,10.4726,5.1752,2.277e-07,2.393e-06
"RIMS2",-0.2252,6.4379,-0.5677,0.5702,0.6738
"LRP12",0.0736,9.1614,0.2714,0.7861,0.8489
"ZFPM2",-0.4822,8.4555,-1.1475,0.2512,0.3592
"OXR1",-0.5328,10.9529,-3.2731,0.001064,0.003756
"ANGPT1",-2.7956,8.2354,-7.3294,2.312e-13,9.259e-12
"EIF3E",-0.0588,13.0971,-0.2993,0.7647,0.8322
"EMC2",0.1138,10.1923,0.6828,0.4947,0.606
"NUDCD1",0.705,9.7353,3.1312,0.001741,0.005722
"ENY2",0.5753,10.6826,2.8542,0.004314,0.01246
"PKHD1L1",-3.7225,6.6141,-7.9739,1.537e-15,9.555e-14
"EBAG9",0.0776,9.8632,0.5193,0.6036,0.7025
"SYBU",0.2197,9.9278,0.645,0.5189,0.6277
"TRPS1",1.1925,13.2139,4.0704,4.693e-05,0.0002579
"EIF3H",0.5697,13.1121,2.8843,0.003923,0.01146
"UTP23",0.5598,10.2359,2.7211,0.006507,0.01763
"RAD21",1.2386,13.1537,4.9078,9.209e-07,8.199e-06
"AARD",1.7632,9.0204,3.5255,0.0004227,0.001721
"SLC30A8",2.4673,6.4092,3.676,0.0002369,0.001045
"MED30",0.4719,8.3037,1.7303,0.08357,0.1486
"EXT1",0.4103,10.9336,2.1751,0.02962,0.06305
"SAMD12",0.9357,9.6653,3.5139,0.0004416,0.001781
"TNFRSF11B",0.8705,7.9832,2.0106,0.04436,0.08798
"MAL2",1.3583,12.118,4.309,1.64e-05,0.0001029
"NOV",-1.4421,8.5526,-4.1542,3.265e-05,0.0001883
"ENPP2",-2.9996,10.6185,-8.3975,4.561e-17,3.785e-15
"TAF2",0.8094,10.3984,4.2282,2.356e-05,0.0001409
"DSCC1",1.8529,7.9092,5.5533,2.803e-08,3.686e-07
"DEPTOR",-0.437,10.3207,-1.554,0.1202,0.2001
"COL14A1",-1.3971,11.9338,-3.359,0.0007823,0.002886
"MRPL13",1.0249,9.8717,4.1569,3.226e-05,0.0001864
"MTBP",0.7794,8.2286,3.0936,0.001977,0.006377
"SNTB1",-0.8031,9.3124,-3.5717,0.0003546,0.00148
"HAS2",-0.8923,7.64,-2.3098,0.0209,0.0472
"ZHX2",-0.0433,10.7237,-0.206,0.8368,0.8869
"DERL1",0.6133,11.7692,3.019,0.002536,0.007879
"TBC1D31",1.2641,8.9881,5.6223,1.885e-08,2.607e-07
"FAM83A",2.7029,6.5525,4.4257,9.614e-06,6.474e-05
"C8orf76",0.8609,9.1433,4.3855,1.157e-05,7.606e-05
"ZHX1-C8orf76",0.7505,8.9767,3.9554,7.642e-05,0.0003936
"ZHX1",-0.3196,10.9421,-1.9896,0.04664,0.09178
"ATAD2",2.1546,10.5469,7.0064,2.445e-12,7.764e-11
"WDYHV1",0.9509,8.7665,4.2706,1.949e-05,0.0001197
"FBXO32",-1.3723,12.5678,-4.8007,1.581e-06,1.329e-05
"KLHL38",1.7198,6.2097,5.013,5.359e-07,5.12e-06
"ANXA13",-0.458,5.695,-1.2511,0.2109,0.313
"FAM91A1",0.6663,10.7864,4.3217,1.548e-05,9.806e-05
